<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
BSE,20140723,1474.22,1474.22,1469.097,1471.1,827000
BSE,20140722,1481.108,1481.37,1471.181,1474.22,1650999
BSE,20140721,1481.69,1481.69,1481.108,1481.108,498959
BSE,20140720,1481.32,1481.69,1480.958,1481.69,297875
BSE,20140717,1484.12,1484.563,1479.327,1481.32,915186
BSE,20140716,1471.42,1484.12,1471.42,1484.12,2168406
BSE,20140715,1461.83,1471.42,1461.83,1471.42,2185388
BSE,20140714,1463.78,1465.815,1458.63,1461.83,2073358
BSE,20140713,1441.14,1463.78,1441.14,1463.78,1343041
BSE,20140710,1440.66,1441.14,1435.83,1441.14,2988699
BSE,20140709,1433.27,1440.66,1433.27,1440.66,1617997
BSE,20140708,1428.39,1433.27,1428.39,1433.27,725557
BSE,20140707,1425.71,1428.39,1420.52,1428.39,2871957
BSE,20140706,1427.15,1427.73,1423.72,1425.71,705705
BSE,20140703,1430.56,1430.56,1426.37,1427.15,1631649
BSE,20140702,1425.62,1430.76,1425.62,1430.56,380542
BSE,20140701,1427.61,1427.61,1425.62,1425.62,701593
BSE,20140630,1427.24,1427.61,1422.21,1427.61,1470658
BSE,20140629,1432.05,1432.05,1427.24,1427.24,631520
BSE,20140626,1430.82,1435.36,1430.82,1432.05,946806
BSE,20140625,1427.3,1432.32,1427.3,1430.82,2285689
BSE,20140624,1427.76,1429.45,1427.3,1427.3,1036752
BSE,20140623,1430.12,1438.39,1427.76,1427.76,1298630
BSE,20140622,1434.84,1434.84,1423.89,1430.12,7603235
BSE,20140619,1439.26,1439.83,1429.29,1434.84,6308344
BSE,20140618,1444.55,1444.55,1438.57,1439.26,1228672
BSE,20140617,1449.91,1451.12,1444.55,1444.55,2039226
BSE,20140616,1457.33,1457.33,1449.91,1449.91,1208680
BSE,20140615,1459.95,1459.95,1456.93,1457.33,11739275
BSE,20140612,1456.9,1461.45,1456.9,1459.95,10542388
BSE,20140611,1447.23,1456.9,1447.23,1456.9,548782
BSE,20140610,1450.91,1451.19,1445.85,1447.23,510795
BSE,20140609,1453.61,1453.61,1448.48,1450.91,616404
BSE,20140608,1461.55,1461.55,1452.61,1453.61,411461
BSE,20140605,1460.54,1461.55,1460.54,1461.55,393591
BSE,20140604,1458.47,1460.55,1455.89,1460.54,2901975
BSE,20140603,1458.04,1464.4,1456.55,1458.47,5650867
BSE,20140602,1460.28,1460.42,1455.75,1458.04,2003263
BSE,20140601,1459.34,1461.35,1459.34,1460.28,5790539
