<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
MSM,20060810,4757.69,4761.38,4753.58,4761.38,4604713
MSM,20060809,4752.38,4764.01,4750.09,4757.69,2250926
MSM,20060808,4739.12,4762.21,4741.93,4752.38,3159144
MSM,20060807,4750.68,4753.18,4728.06,4739.12,1161372
MSM,20060806,4735.62,4758.57,4736.63,4750.68,974199
MSM,20060803,4733.1,4739.06,4731.34,4735.62,1073508
MSM,20060802,4736.78,4737.97,4728.32,4733.1,2177402
MSM,20060801,4727.14,4737.02,4718.31,4736.78,3118357
MSM,20060731,4718.74,4727.29,4710.79,4727.14,2078384
MSM,20060730,4748.82,4752.16,4717.44,4718.74,1639450
MSM,20060727,4735.63,4768.39,4744.46,4748.82,1377934
MSM,20060726,4657.16,4738.46,4696.02,4735.63,2346391
MSM,20060725,4669.45,4664.84,4643.41,4657.16,2371483
MSM,20060724,4692.92,4693,4666.75,4669.45,3473268
MSM,20060723,4703.1,4702.74,4692.92,4692.92,3161404
MSM,20060720,4708.61,4710.38,4703.08,4703.1,671542
MSM,20060719,4707.25,4716.6,4702.34,4708.61,1385192
MSM,20060718,4697.55,4707.25,4685.82,4707.25,1830887
MSM,20060717,4738.1,4738.41,4696.44,4697.55,1217828
MSM,20060716,4814.62,4814.53,4737.81,4738.1,1298343
MSM,20060713,4833.63,4850.52,4812.84,4814.62,2329708
MSM,20060712,4823.99,4837.06,4823.56,4833.63,3779193
MSM,20060711,4847.54,4847.54,4823.83,4823.99,5898051
MSM,20060710,4867.54,4869.49,4847.39,4847.54,2782915
MSM,20060709,4857.93,4869.15,4860.17,4867.54,5312647
MSM,20060706,4864.06,4863.48,4857.83,4857.93,1368669
MSM,20060705,4845.97,4866.66,4842.55,4864.06,1453486
MSM,20060704,4842.18,4848.92,4839.76,4845.97,2342383
MSM,20060703,4860.43,4860.89,4833.02,4842.18,2498733
MSM,20060702,4862.05,4882.02,4844.33,4860.43,854218
MSM,20060629,4836.1,4862.05,4826.21,4862.05,3120799
MSM,20060628,4840.77,4840.15,4827.35,4836.1,1556595
MSM,20060627,4847.7,4847.42,4837.38,4840.77,2580143
MSM,20060626,4866.6,4866.6,4847.67,4847.7,1672980
MSM,20060625,4872.53,4876.99,4864.76,4866.6,916379
MSM,20060622,4904.29,4904.36,4867.78,4872.53,29322576
MSM,20060621,4905.87,4919.2,4901.37,4904.29,1528329
MSM,20060620,4892.89,4926.3,4903.93,4905.87,2248659
MSM,20060619,4915.11,4922.43,4892.82,4892.89,2533218
MSM,20060618,4940.7,4946.98,4914.99,4915.11,3183232
MSM,20060615,4960.98,4957.5,4940.57,4940.7,2712797
MSM,20060614,4998.73,4998.98,4960.78,4960.98,3820307
MSM,20060613,5011.84,5015.22,4998.69,4998.73,2471297
MSM,20060612,5009.74,5027.19,5010.3,5011.84,2576677
MSM,20060611,5020.9,5030.83,5009.74,5009.74,1536384
MSM,20060608,5014.77,5043.94,5010.47,5020.9,7431183
MSM,20060607,4967.08,5014.91,4967.94,5014.77,5866822
MSM,20060606,4927.77,4967.08,4927.78,4967.08,3533000
MSM,20060605,4920.58,4930.45,4913.72,4927.77,3645959
MSM,20060604,4920.37,4922.47,4877.97,4920.58,2364163
MSM,20060601,4916.58,4926.89,4908.66,4920.37,3349249
MSM,20060531,4908.44,4921.49,4909.16,4916.58,5618460
MSM,20060530,4924.71,4937.45,4906.65,4908.44,4362264
MSM,20060529,4931.21,4958.13,4924.71,4924.71,3846202
MSM,20060528,4837.84,4931.21,4850.62,4931.21,8982458
MSM,20060525,4746.69,4837.98,4746.69,4837.84,6931780
MSM,20060524,4722.86,4749.1,4720.13,4746.69,4069325
MSM,20060523,4746.66,4742.91,4722.86,4722.86,5169295
MSM,20060522,4754.38,4754.77,4744.87,4746.66,4445754
MSM,20060521,4738.63,4756.95,4731.81,4754.38,2964392
MSM,20060518,4754.09,4755.31,4724.81,4738.63,2627626
MSM,20060517,4840.88,4834.47,4754.09,4754.09,3784439
MSM,20060516,4930.03,4936.38,4840.87,4840.88,9336062
MSM,20060515,4955.35,4956.05,4930.03,4930.03,4262897
MSM,20060514,4949.68,4982.97,4950.97,4955.35,19475880
MSM,20060511,4959.61,4959.03,4949.68,4949.68,6458528
MSM,20060510,5051.87,5046.48,4959.61,4959.61,4980874
MSM,20060509,5083.75,5085.73,5051.87,5051.87,3403284
MSM,20060508,5154.67,5158.23,5083.75,5083.75,2358689
MSM,20060507,5210.92,5222.32,5154.67,5154.67,2284982
MSM,20060504,5192.7,5213.25,5178.07,5210.92,2239572
MSM,20060503,5214.18,5214.67,5192.25,5192.7,2308823
MSM,20060502,5178.43,5222.9,5208.73,5214.18,6896757
MSM,20060501,5125,5179.32,5100.8,5178.43,3065042
MSM,20060430,5058.92,5125,5058.75,5125,3296904
MSM,20060427,5061.37,5060.76,5031.24,5058.92,2946602
MSM,20060426,5003.12,5067.4,5031.63,5061.37,2838418
MSM,20060425,5160.81,5154.07,5003.12,5003.12,2629192
MSM,20060424,5175.51,5187.38,5160.81,5160.81,3249610
MSM,20060423,5177.61,5195.81,5174.75,5175.51,4403445
MSM,20060420,5179,5192,5169.59,5177.61,5276186
MSM,20060419,5169.32,5192.7,5169.03,5179,1856958
MSM,20060418,5203.73,5200.46,5168.96,5169.32,3324693
MSM,20060417,5236.97,5237.42,5203.73,5203.73,1828328
MSM,20060416,5259.67,5260.36,5236.97,5236.97,2022798
MSM,20060413,5299,5302.71,5255.74,5259.67,1714339
MSM,20060412,5333.02,5330.35,5299,5299,2538216
MSM,20060410,5340.43,5336.45,5333.02,5333.02,3316055
MSM,20060409,5342.19,5354.46,5340.39,5340.43,4228444
MSM,20060406,5346.89,5349.18,5338.8,5342.19,2641662
MSM,20060405,5357.43,5373.47,5342.09,5346.89,3028221
MSM,20060404,5298.94,5358.25,5298.67,5357.43,3834845
MSM,20060403,5323.24,5324.16,5292.52,5298.94,3486551
MSM,20060402,5351.48,5356.29,5323.24,5323.24,2947245
MSM,20060330,5335.41,5379.88,5337.64,5351.48,2979794
MSM,20060329,5311.78,5337.46,5311.78,5335.41,2469277
MSM,20060328,5254.85,5332.64,5254.85,5311.78,2273474
MSM,20060327,5243.95,5254.85,5228.09,5254.85,2751304
MSM,20060326,5228.04,5244.33,5216.23,5243.95,2451047
MSM,20060323,5179.68,5228.08,5199.94,5228.04,3688607
MSM,20060322,5181.14,5191.12,5169.19,5179.68,1833145
MSM,20060321,5200.4,5228.5,5181.14,5181.14,1524739
MSM,20060320,5196,5207.7,5191.25,5200.4,974369
MSM,20060319,5138.42,5203.28,5143.76,5196,1065316
MSM,20060316,5171.49,5184.84,5130.92,5138.42,1427495
MSM,20060315,5317.64,5317.33,5169.41,5171.49,1861789
MSM,20060314,5316.62,5332.96,5306.16,5317.64,1564186
MSM,20060313,5336.29,5336.52,5314.31,5316.62,1444730
MSM,20060312,5366.63,5377.08,5336.29,5336.29,1444273
MSM,20060309,5295.51,5367.24,5298.05,5366.63,1615469
MSM,20060308,5252.69,5295.51,5253.32,5295.51,1836572
MSM,20060307,5244.72,5252.75,5229.47,5252.69,934843
MSM,20060306,5275.23,5277.08,5242.32,5244.72,1496511
MSM,20060305,5307.01,5318.51,5274.92,5275.23,1596614
MSM,20060302,5315.91,5322.42,5306.13,5307.01,901914
MSM,20060301,5264.91,5323.97,5265.15,5315.91,1890179
MSM,20060228,5287.94,5307.84,5262.39,5264.91,1735597
MSM,20060227,5287.94,5287.94,5287.94,5287.94,1399068
MSM,20060226,5317.72,5317.72,5317.72,5317.72,1603591
MSM,20060223,5342.27,5342.27,5342.27,5342.27,1286571
MSM,20060222,5345.1,5345.1,5345.1,5345.1,1733136
MSM,20060221,5345.38,5345.38,5345.38,5345.38,1886859
MSM,20060220,5352.45,5352.45,5352.45,5352.45,1706434
MSM,20060219,5348.32,5348.32,5348.32,5348.32,1359261
MSM,20060216,5318.56,5318.56,5318.56,5318.56,2341100
MSM,20060215,5335.1,5335.1,5335.1,5335.1,1414146
MSM,20060214,5339.83,5339.83,5339.83,5339.83,1441644
MSM,20060213,5341.04,5341.04,5341.04,5341.04,1360697
MSM,20060212,5353.13,5353.13,5353.13,5353.13,1333668
MSM,20060209,5323.57,5323.57,5323.57,5323.57,971629
MSM,20060208,5252.88,5252.88,5252.88,5252.88,1042765
MSM,20060207,5344.12,5344.12,5344.12,5344.12,1274677
MSM,20060206,5406.95,5406.95,5406.95,5406.95,1084591
MSM,20060205,5438.46,5438.46,5438.46,5438.46,810620
MSM,20060202,5464.77,5464.77,5464.77,5464.77,1922433
MSM,20060201,5510.89,5510.89,5510.89,5510.89,2463447
