<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
DFM,20150928,3612.7,3622.29,3581.56,3582.38,140591897
DFM,20150927,3632.66,3644.16,3612.68,3612.7,61455646
DFM,20150922,3661.29,3674.18,3613.59,3632.66,159681934
DFM,20150921,3626.32,3668.73,3615.06,3661.29,271118432
DFM,20150920,3625.16,3627.03,3586,3626.32,224523974
DFM,20150917,3597.11,3633.52,3597.11,3625.16,236080908
DFM,20150916,3533.95,3601.6,3533.95,3597.11,193183820
DFM,20150915,3511.28,3533.95,3503.82,3533.95,104702961
DFM,20150914,3566.8,3566.8,3503.43,3511.28,157496871
DFM,20150913,3621.25,3627.51,3566.8,3566.8,133086921
DFM,20150910,3626,3626,3572.57,3621.25,134149347
DFM,20150909,3575.39,3680.13,3575.39,3626,402100345
DFM,20150908,3558.82,3581.78,3537.68,3575.39,201624937
DFM,20150907,3542.14,3594.58,3542.14,3558.82,223963065
DFM,20150906,3570.37,3570.37,3512.72,3542.14,134639557
DFM,20150903,3513.95,3585.96,3513.95,3570.37,219992645
DFM,20150902,3584.59,3605.26,3509.08,3513.95,272077129
DFM,20150901,3662.56,3689.95,3584.13,3584.59,282537634
DFM,20150831,3689.55,3690.51,3617.27,3662.56,286314786
DFM,20150830,3648.45,3762.85,3648.45,3689.55,665578083
DFM,20150827,3507.27,3672.73,3507.27,3648.45,610763341
DFM,20150826,3558.37,3570.13,3480.85,3507.27,423953336
DFM,20150825,3401.62,3561.2,3394.98,3558.37,720988105
DFM,20150824,3451.48,3529.23,3241.35,3401.62,716373037
DFM,20150823,3709.84,3709.84,3430.09,3451.48,425598984
DFM,20150820,3833.3,3833.3,3684.99,3709.84,306747414
DFM,20150819,3827.59,3855.94,3793.18,3833.3,199741132
DFM,20150818,3926.86,3952.47,3811.42,3827.59,299616385
DFM,20150817,3930.45,3968.71,3911.29,3926.86,198862761
DFM,20150816,3985.4,3985.4,3917.88,3930.45,160946178
DFM,20150813,4022.12,4034.49,3973.2,3985.4,219177080
DFM,20150812,4072.82,4072.82,3992.82,4022.12,267665861
DFM,20150811,4068.46,4098.96,4068.46,4072.82,365932651
DFM,20150810,4098.49,4104.39,4066.72,4068.46,218492896
DFM,20150809,4123.34,4123.34,4089.96,4098.49,171178914
DFM,20150806,4164.69,4172.55,4107.33,4123.34,253424064
DFM,20150805,4096.63,4168.27,4092.42,4164.69,540546278
DFM,20150804,4120.05,4120.36,4075.31,4096.63,216487375
