"Index","Open","High","Low","Close","Volume"
1998-01-01,15.9989,16.0323,15.9989,16.0323,0
1998-01-03,16.0323,16.1323,16.0323,16.0323,0
1998-01-04,16.0323,16.0989,16.0323,16.0989,0
1998-01-05,16.0656,16.1656,16.0656,16.1323,0
1998-01-06,16.1323,16.1989,16.1323,16.1323,0
1998-01-07,16.1323,16.1989,16.0656,16.0989,0
1998-01-08,16.0989,16.0989,15.9989,16.0323,0
1998-01-10,16.0323,16.0323,15.8989,15.9323,0
1998-01-11,15.9323,15.9656,15.6656,15.7323,0
1998-01-12,15.7323,15.7323,15.3656,15.4323,0
1998-01-13,15.4323,15.599,15.4656,15.4656,0
1998-01-14,15.4656,15.6656,15.5323,15.599,0
1998-01-15,15.599,15.6656,15.6323,15.6323,0
1998-01-17,15.6323,15.7323,15.6323,15.6323,0
1998-01-18,15.6323,15.699,15.499,15.5323,0
1998-01-19,15.5323,15.6323,15.5323,15.5323,0
1998-01-20,15.5323,15.6323,15.5656,15.599,0
1998-01-21,15.599,15.6323,15.4656,15.499,0
1998-01-22,15.499,15.499,15.4323,15.499,0
1998-01-31,15.9989,16.1768,14.8435,14.899,0
1998-02-01,14.9323,14.899,14.899,14.899,0
1998-02-02,14.899,14.999,14.7324,14.799,0
1998-02-03,14.799,14.999,14.4991,14.4991,0
1998-02-04,14.4991,14.4658,14.1658,14.3324,0
1998-02-05,14.3324,14.3658,13.9658,14.1658,0
1998-02-07,14.1658,14.1991,13.8324,13.8991,0
1998-02-08,13.8991,13.9324,13.0658,13.5325,0
1998-02-09,13.5325,13.9324,13.1658,13.8991,0
1998-02-10,13.8991,14.0991,13.6658,13.8324,0
1998-02-11,13.8324,13.8658,13.6658,13.6658,0
1998-02-12,13.6658,13.5991,13.3658,13.4991,0
1998-02-14,13.4991,13.5991,13.0991,13.2991,0
1998-02-15,13.2991,13.4325,13.2991,13.3991,0
1998-02-16,13.3991,13.4991,13.3325,13.4325,0
1998-02-17,13.4325,13.4658,13.2658,13.3658,0
1998-02-18,13.3658,13.5991,13.3991,13.5658,0
1998-02-19,13.5658,13.5658,13.3991,13.5658,0
1998-02-21,13.5658,13.5991,13.4658,13.5658,0
1998-02-22,13.5658,13.5658,13.4991,13.5325,0
1998-02-23,13.5325,13.9991,13.5658,13.8324,0
1998-02-24,13.8324,13.9658,13.7991,13.7991,0
1998-02-25,13.7991,13.8991,13.7991,13.8324,0
1998-02-26,13.8324,13.8991,13.6658,13.7325,0
1998-02-28,14.9323,15.0212,13.0658,13.6325,0
1998-03-01,13.6325,13.5991,13.5325,13.5658,0
1998-03-02,13.5658,13.5991,13.4991,13.5325,0
1998-03-03,13.5325,13.5325,13.3991,13.3991,0
1998-03-04,13.3991,13.4658,13.2991,13.2991,0
1998-03-05,13.2991,13.3325,13.1658,13.2325,0
1998-03-07,13.2325,13.2325,13.0325,13.0325,0
1998-03-08,13.0325,13.1658,12.4325,12.5992,0
1998-03-09,12.5992,12.7992,12.3325,12.4992,0
1998-03-10,12.4992,12.5992,12.1658,12.4325,0
1998-03-11,12.4325,13.1325,12.4992,12.9658,0
1998-03-12,12.9658,13.1325,12.7658,12.7992,0
1998-03-14,12.7992,12.7992,12.7992,12.7992,0
1998-03-15,12.7992,11.9659,11.5326,11.8326,0
1998-03-16,11.8326,11.9326,11.666,11.666,0
1998-03-17,11.666,11.7326,11.4326,11.4326,0
1998-03-18,11.4326,11.466,10.8327,11.1993,0
1998-03-19,11.1993,11.2326,10.9326,11.1993,0
1998-03-21,11.1993,11.5326,11.1993,11.1993,0
1998-03-22,11.1993,11.566,11.166,11.3326,0
1998-03-23,11.3326,12.3325,11.666,11.5326,0
1998-03-24,11.5326,12.1658,11.666,11.666,0
1998-03-25,11.666,11.8993,11.5326,11.8993,0
1998-03-26,11.8993,12.2325,11.8659,12.1993,0
1998-03-28,12.1993,12.3992,12.0659,12.2992,0
1998-03-29,12.2992,12.2992,12.2992,12.2992,0
1998-03-30,12.2992,12.2992,12.2992,12.2992,0
1998-03-31,13.5991,13.5991,10.8437,11.7326,0
1998-04-01,11.7326,12.0659,11.666,11.7993,0
1998-04-02,11.7993,11.7993,11.7993,11.7993,0
1998-04-25,11.9993,12.1993,10.9993,11.9326,0
1998-04-26,11.9326,12.1325,11.8659,12.1325,0
1998-04-27,12.1325,12.1993,11.9993,12.0659,0
1998-04-28,12.0659,12.3992,12.0659,12.1993,0
1998-04-29,12.1993,12.3992,12.1325,12.3325,0
1998-04-30,11.7326,12.7325,11.0215,12.6658,0
1998-05-02,12.6658,12.9325,12.7325,12.8658,0
1998-05-03,12.8658,12.8658,12.7325,12.7992,0
1998-05-04,12.7992,12.9991,12.7992,12.9991,0
1998-05-05,12.9991,13.6658,12.9991,13.5325,0
1998-05-06,13.5325,13.5325,13.1991,13.3325,0
